smiles,true_label,rf_prob,rf_pred,gnn_prob,gnn_pred,rf_error,gnn_error,rf_fp,rf_fn,gnn_fp,gnn_fn,rf_high_conf,gnn_high_conf,disagree,both_high_conf_disagree,mw,logp,tpsa,nhd,nha,nrot,nring,nviol_ro5,qed
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4:C:C(O):C:C:C:4[C@H]3CC[C@@]21C,0,0.478,0,0.025933135,0,False,False,False,False,False,False,False,True,False,False,296.4100000000001,3.6126000000000023,40.46,2,2,0,4,0,0.7180018360911579
O=C1:[NH]:C(=O):N([C@H]2C[C@H](O)[C@@H](CO)O2):C:C:1F,0,0.63,1,0.54547477,1,True,True,True,False,True,False,False,False,False,False,246.194,-1.6836,104.55000000000001,3,5,2,2,0,0.5776171321259124
NC1:N:C(=O):C2:N:C:N(COC(CO)CO):C:2:[NH]:1,0,0.546,1,0.6555737,1,True,True,True,False,True,False,False,False,False,False,255.23399999999998,-1.970899999999999,139.28000000000003,4,7,5,2,0,0.4854930576221492
CC(CN(C)C)CN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1,0.99,1,0.99972063,1,False,False,False,False,False,False,True,True,False,False,294.442,4.121000000000003,6.48,0,2,4,3,0,0.8366473557753504
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)C1:C:C:C:C:C:1)C2.[Br-],0,0.368,0,0.043832634,0,False,False,False,False,False,False,False,True,False,False,412.368,-0.14189999999999792,46.53,1,3,5,3,0,0.5411800487522962
NNC1:N:N:C:C2:C:C:C:C:C:1:2,0,0.686,1,0.9978847,1,True,True,True,False,True,False,False,True,False,False,160.17999999999998,0.9153999999999998,63.83,2,4,1,2,0,0.480554166108739
COC1:C:C:C2:C(:C:1):C(CC(=O)O):C(C):N:2C(=O)C1:C:C:C(Cl):C:C:1,0,0.46,0,0.13179156,0,False,False,False,False,False,False,False,False,False,False,357.793,3.9273200000000026,68.53,1,3,4,3,0,0.7678065120522066
CC1:N:C2:N(:C(=O):C:1CCN1CCC(C3:N:O:C4:C:C(F):C:C:C:3:4)CC1)CCC[C@H]2O,1,0.758,1,0.99959105,1,False,False,False,False,False,False,False,True,False,False,426.49200000000025,3.081320000000002,84.39,1,6,4,5,0,0.6902887957170617
NNC(=O)C1:C:C:N:C:C:1,0,0.83,1,0.994311,1,True,True,True,False,True,False,False,True,False,False,137.142,-0.3149000000000006,68.00999999999999,2,3,1,1,0,0.3165786787720106
CC(C)[N+](C)(CCOC(=O)C1C2:C:C:C:C:C:2OC2:C:C:C:C:C:21)C(C)C.[Br-],0,0.594,1,0.9995265,1,True,True,True,False,True,False,False,True,False,False,448.4010000000001,1.7348,35.53,0,3,6,3,0,0.4991408871253257
CCC1:N:C(N):N:C(N):C:1C1:C:C:C(Cl):C:C:1,1,0.636,1,0.61309975,1,False,False,False,False,False,False,False,False,False,False,248.71700000000004,2.5238000000000005,77.82,2,4,2,2,0,0.856137149346395
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4:C:C(OC):C:C:C:4[C@H]3CC[C@@]21C,0,0.588,1,0.023259522,0,True,False,True,False,False,False,False,True,True,False,310.4370000000001,3.915600000000003,29.46,1,2,1,4,0,0.7968347529245803
CC[N+](C)(CC)CCOC(=O)C1C2:C:C:C:C:C:2OC2:C:C:C:C:C:21,0,0.706,1,0.99516076,1,True,True,True,False,True,False,False,True,False,False,340.4430000000001,3.953800000000003,35.53,0,3,6,3,0,0.5898453885239513
COC1:C:C:C:N:C:1CCCCNC1:N:C:C(CC2:C:C:C(C):N:C:2):C(=O):[NH]:1.[Cl-].[Cl-].[Cl-].[H+].[H+].[H+],0,0.536,1,0.25975898,0,True,False,True,False,False,False,False,False,True,False,488.8469999999999,-5.747980000000001,92.78999999999999,2,6,9,3,0,0.2917279234740548
ClC1:C:C:C(COC(CN2:C:C:N:C:2)C2:C:C:C(Cl):C:C:2Cl):C(Cl):C:1,0,0.84,1,0.97541285,1,True,True,True,False,True,False,False,True,False,False,416.1350000000001,6.454800000000002,27.05,0,2,6,3,1,0.4616906207935435
CCOC(=O)C(C1:C(O):O:C2:C:C:C:C:C:2:C:1=O)C1:C(O):O:C2:C:C:C:C:C:2:C:1=O,0,0.312,0,0.04648945,0,False,False,False,False,False,False,False,True,False,False,408.36200000000014,3.005600000000002,127.18,2,8,4,4,0,0.49348358278162097
OCC1:C:C:C:N:C:1,0,0.906,1,0.93142,1,True,True,True,False,True,False,True,True,False,False,109.12799999999999,0.5739,33.120000000000005,1,2,1,1,0,0.571659552744487
CC1:C:C:C:C2:C:1OC1:C:C:C:C:C:1[C@@]1(O)CCNC[C@H]21,1,0.954,1,0.99942684,1,False,False,False,False,False,False,True,True,False,False,281.355,3.0654200000000014,41.49,2,3,0,4,0,0.7795443971106502
CC1:C:C:C:C2:C:1OC1:C:C:C:C:C:1[C@@]1(O)CCN(C)C[C@H]21,1,0.954,1,0.999283,1,False,False,False,False,False,False,True,True,False,False,295.38200000000006,3.4076200000000023,32.7,1,3,0,4,0,0.8082366349098744
CC(C)(C)NCC(O)C1:C:C:C(O):C(CO):N:1,0,0.25,0,0.02555184,0,False,False,False,False,False,False,False,True,False,False,240.303,0.7009999999999998,85.61,4,5,4,1,0,0.6222799026086435
CC1:N:C2:N(:C(=O):C:1CCN1CCC(C3:N:O:C4:C:C(F):C:C:C:3:4)CC1)CCCC2,1,0.908,1,0.99988437,1,False,False,False,False,False,False,True,True,False,False,410.4930000000003,3.5904200000000026,64.16,0,5,4,5,0,0.6577452185749303
CC1:C:C:C(CC2:C:N:C(NCCCCC3:N:C:C(Br):C:C:3C):[NH]:C:2=O):C:N:1,0,0.656,1,0.09600417,0,True,False,True,False,False,False,False,True,True,False,442.3610000000001,3.9648400000000024,83.56,2,5,8,3,0,0.5162542343594771
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3:C:C:C:C:C:3)CS[C@H]12)C1:C:S:C(N):N:1)C(=O)O,1,0.086,0,0.0061783656,0,True,True,False,True,False,True,True,True,False,False,546.5870000000002,-1.2991999999999946,191.22,3,11,9,4,2,0.14740150966845048
COC1:C:C([C@@H]2C3:C:C4:C(:C:C:3[C@@H](OC3OC5COC(C6:C:C:C:S:6)OC5C(O)C3O)[C@H]3COC(=O)[C@H]23)OCO4):C:C(OC):C:1O,1,0.21,0,0.07325587,0,True,True,False,True,False,True,False,True,False,False,656.6620000000001,2.752900000000001,160.83,3,14,6,8,2,0.33279567772779733
NC1:N:C:N:C2:C:1:N:C:N:2C1OC(CO)C(O)C1O,1,0.552,1,0.49869254,0,False,True,False,False,False,True,False,False,True,False,267.245,-1.9800000000000006,139.54000000000002,4,8,2,3,0,0.49051986767922323
S=C(NC1CCCCC1)N1CCC(C2:C:N:C:[NH]:2)CC1,1,0.928,1,0.99221087,1,False,False,False,False,False,False,True,True,False,False,292.45200000000006,2.7963000000000005,43.95,2,2,2,3,0,0.8227898164712498
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,0,0.792,1,0.016527286,0,True,False,True,False,False,False,False,True,True,False,416.58300000000025,4.852300000000005,60.44,0,5,1,5,0,0.5718459844204299
O=C(CC1:C:C:C(Cl):C(Cl):C:1)N1CCCC[C@H]1CN1CCCC1,1,0.952,1,0.99848217,1,False,False,False,False,False,False,True,True,False,False,355.3090000000002,4.012800000000003,23.550000000000004,0,2,4,3,0,0.8147397454543479
O=C(CC1:C:C:C(C(F)(F)F):C:C:1)N1CCCC[C@H]1CN1CCCC1,1,0.87,1,0.99729973,1,False,False,False,False,False,False,False,True,False,False,354.41600000000017,3.7248000000000028,23.550000000000004,0,2,4,3,0,0.8226589540853692
NC1:N:C(=S):C2:[NH]:C:N:C:2:[NH]:1,0,0.56,1,0.9930583,1,True,True,True,False,True,False,False,True,False,False,167.197,0.5976899999999998,83.38,3,4,0,2,0,0.5014913838271434
NC1:N:C(N):C2:N:C(C3:C:C:C:C:C:3):C(N):N:C:2:N:1,0,0.536,1,0.9907795,1,True,True,True,False,True,False,False,True,False,False,253.26900000000003,0.8334000000000001,129.62,3,7,1,3,0,0.5851791059173755
COC1:C:C:C(CCN(C)CCCC(C#N)(C2:C:C:C(OC):C(OC):C:2)C(C)C):C:C:1OC,0,0.626,1,0.99754673,1,True,True,True,False,True,False,False,True,False,False,454.6110000000002,5.093080000000005,63.95,0,6,13,2,1,0.41990487617646394
NCCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1,0.968,1,0.9959293,1,False,False,False,False,False,False,True,True,False,False,252.36099999999996,3.272100000000002,29.259999999999998,1,2,3,3,0,0.9080698598193961
O=C(CC1:C:C:C(Cl):C(Cl):C:1)N1CCC2:[NH]:C:N:C:2[C@H]1CN1CCCC1,0,0.852,1,0.99931073,1,True,True,True,False,True,False,False,True,False,False,393.3180000000002,3.480800000000002,52.230000000000004,1,3,4,4,0,0.865569126082104
COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4:C(:[NH]:C5:C:C:C:C:C:4:5)[C@@H]3C[C@@H]21,0,0.74,1,0.99720275,1,True,True,True,False,True,False,False,True,False,False,354.45000000000005,2.647100000000001,65.56,2,4,1,5,0,0.7729574057454922
CC1:C:N([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2):C(=O):[NH]:C:1=O,0,0.652,1,0.9878099,1,True,True,True,False,True,False,False,True,False,False,267.245,-0.19628000000000012,133.07999999999998,2,5,3,2,0,0.4454004294146897
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,1,0.862,1,0.9770402,1,False,False,False,False,False,False,False,True,False,False,208.21699999999998,0.491,75.27000000000001,2,3,4,1,0,0.5212105657671737
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1,0.824,1,0.88333607,1,False,False,False,False,False,False,False,False,False,False,226.27599999999998,1.1849999999999998,75.27000000000001,2,3,4,1,0,0.7067836690245718
CN1C(=O)CN=C(C2:C:C:C:C:C:2F)C2:C:C([N+](=O)[O-]):C:C:C:21,1,0.84,1,0.99956757,1,False,False,False,False,False,False,False,True,False,False,313.28800000000007,2.5477000000000007,75.81,0,4,2,3,0,0.6313255490777444
CN1CCC2:C:C:C:C3:C:2[C@H]1CC1:C:C:C(O):C(O):C:13,1,0.756,1,0.9558968,1,False,False,False,False,False,False,False,True,False,False,267.328,2.8499000000000025,43.7,2,3,0,4,0,0.7213394581196795
CN1C2CCC1CC(OC(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1)C2.O=S(=O)(O)O,1,0.744,1,0.05421314,0,False,True,False,False,False,True,False,True,True,False,405.51600000000013,3.7650000000000023,87.07000000000001,2,4,4,4,0,0.7533132229286199
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,1,0.806,1,0.9035116,1,False,False,False,False,False,False,False,True,False,False,262.30899999999997,1.3066,66.48,1,3,3,1,0,0.47348972477403223
CC(C)(C)C1:C:C:C(CN2CCN(C(C3:C:C:C:C:C:3)C3:C:C:C(Cl):C:C:3)CC2):C:C:1,1,0.752,1,0.7355026,1,False,False,False,False,False,False,False,False,False,False,433.0390000000001,6.544700000000008,6.48,0,2,5,4,1,0.450917622424228
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,1,0.782,1,0.6334791,1,False,False,False,False,False,False,False,False,False,False,212.249,0.7948999999999999,75.27000000000001,2,3,3,1,0,0.6791427219817272
CN(C)CC/C=C1/C2:C:C:C:C:C:2SC2:C:C:C(Cl):C:C:21,1,0.974,1,0.99956614,1,False,False,False,False,False,False,True,True,False,False,315.869,5.188000000000004,3.24,0,2,3,3,1,0.6542213588943051
CN(C)CCCN1C2:C:C:C:C:C:2CCC2:C:C:C(Cl):C:C:21,1,0.99,1,0.99955183,1,False,False,False,False,False,False,True,True,False,False,314.86,4.528400000000004,6.48,0,2,4,3,0,0.8178744322781548
O=C1CN=C(C2:C:C:C:C:C:2Cl)C2:C:C([N+](=O)[O-]):C:C:C:2N1,1,0.834,1,0.99674314,1,False,False,False,False,False,False,False,True,False,False,315.716,3.037700000000001,84.6,1,4,2,3,0,0.682474275950086
CC1C2CC3:C:C:C(O):C:C:3C1(C)CCN2CC1CC1,1,0.952,1,0.99994123,1,False,False,False,False,False,False,True,True,False,False,271.404,3.3264000000000022,23.47,1,2,2,4,0,0.8916299429541983
FC(F)(F)C1:C:C:C2:C(:C:1)N(CCCN1CCN(C3CC3)CC1)C1:C:C:C:C:C:1S2,1,0.968,1,0.9999989,1,False,False,False,False,False,False,True,True,False,False,433.5430000000002,5.4782000000000055,9.72,0,4,5,5,1,0.617604877367167
CCOC(=O)C1(C2:C:C:C:C:C:2)CCN(C)CC1.[Cl-].[H+],1,0.806,1,0.99992573,1,False,False,False,False,False,False,False,True,False,False,283.7989999999999,-0.6703999999999979,29.54,0,3,3,2,0,0.6894126229962786
NCCC1:N:C(C2:C:C:C:C:C:2):C:S:1,0,0.868,1,0.98844564,1,True,True,True,False,True,False,False,True,False,False,204.298,2.3113,38.91,1,3,3,2,0,0.8329021686005331
CN1/C(=C(/O)NC2:C:C:C:C:N:2)C(=O)C2:C:C:C:C:C:2S1(=O)=O,0,0.152,0,0.025270816,0,False,False,False,False,False,False,False,True,False,False,331.35300000000007,1.7376,99.6,2,6,2,3,0,0.6421512761710628
CNCCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1,0.996,1,0.9987482,1,False,False,False,False,False,False,True,True,False,False,266.388,3.5328000000000026,15.27,1,2,4,3,0,0.8516371541172786
CN1C(=O)CN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:21,1,0.994,1,0.99963033,1,False,False,False,False,False,False,True,True,False,False,284.74600000000004,3.153800000000002,32.67,0,2,1,3,0,0.79164533623487
CCCNC(=O)C1:C:C:C2:C(:C:1)N([C@@H](C)CN1CCCC1)C1:C:C:C:C:C:1S2,1,0.948,1,0.9999323,1,False,False,False,False,False,False,True,True,False,False,395.5720000000002,4.913400000000005,35.580000000000005,1,4,6,4,0,0.753507986113022
O=C(CC1:C:C:C(Cl):C(Cl):C:1)N1CCC2:[NH]:C:N:C:2[C@H]1CN1CC[C@@H](O)C1,0,0.288,0,0.62494004,1,False,True,False,False,True,False,False,False,True,False,409.3170000000002,2.4516,72.46000000000001,2,4,4,4,0,0.8140591424800115
CCN(CC)CCN1C(=O)CN=C(C2:C:C:C:C:C:2F)C2:C:C(Cl):C:C:C:21,1,0.974,1,0.99997914,1,False,False,False,False,False,False,True,True,False,False,387.88600000000014,4.004900000000003,35.91,0,3,6,3,0,0.7505075074463576
CCNCC1:C(CSC):C:N:C(C):C:1O,1,0.782,1,0.99761754,1,False,False,False,False,False,False,False,True,False,False,226.345,2.06812,45.150000000000006,2,4,5,1,0,0.8065187401051552
CN(C)CCCN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21,1,0.998,1,0.99946576,1,False,False,False,False,False,False,True,True,False,False,280.415,3.8750000000000027,6.48,0,2,4,3,0,0.8384623265941306
O=C1NC2:C:C:C(Cl):C:C:2C(C2:C:C:C:C:C:2Cl)=NC1O,1,0.862,1,0.47347373,0,False,True,False,False,False,True,False,False,True,False,321.163,3.1013000000000015,61.69,2,3,1,3,0,0.8476978945833689
CN1CCN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:21,1,0.964,1,0.99933726,1,False,False,False,False,False,False,True,True,False,False,270.76300000000003,3.627200000000003,15.6,0,2,1,3,0,0.7726586313728765
NCCN1:N:C:C2:C:C(Cl):C(Cl):C:C:2:1,1,0.852,1,0.99670994,1,False,False,False,False,False,False,False,True,False,False,230.09799999999998,2.3018,43.84,1,2,2,2,0,0.8596070514570276
NC1:N:C(NC2CC2):C2:N:C:N([C@H]3C=C[C@@H](CO)C3):C:2:N:1,1,0.664,1,0.99637944,1,False,False,False,False,False,False,False,True,False,False,286.33900000000006,1.0922999999999998,101.88,3,6,4,4,0,0.7272302824304794
NC1:N:C(=O):C2:N:C:N(COCCO):C:2:[NH]:1,1,0.64,1,0.9827983,1,False,False,False,False,False,False,False,True,False,False,225.20799999999997,-1.3318000000000003,119.05000000000001,3,6,4,2,0,0.554385971786765
CCC1(CC)C(=O)NCC(C)C1=O,1,0.94,1,0.9996327,1,False,False,False,False,False,False,True,True,False,False,183.25099999999998,1.1278,46.17,1,2,2,1,0,0.6521582317615695
CN1CC=C(C2:C:C:C:C:C:2)CC1,1,0.982,1,0.9996333,1,False,False,False,False,False,False,True,True,False,False,173.25899999999996,2.405500000000001,3.24,0,1,1,2,0,0.6300528582023183
O=C1CN=C(C2:C:C:C:C:C:2)C2:C:C([N+](=O)[O-]):C:C:C:2N1,1,0.84,1,0.99637467,1,False,False,False,False,False,False,False,True,False,False,281.27099999999996,2.3842999999999996,84.6,1,4,2,3,0,0.6771088741597445
O=C1CN=C(C2:C:C:C:C:C:2)C2:C:C(Cl):C:C:C:2N1,1,0.982,1,0.9977233,1,False,False,False,False,False,False,True,True,False,False,270.71899999999994,3.129500000000001,41.46,1,2,1,3,0,0.8498120203195161
CC[C@@]1(O)C[C@H](OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)C2:C(:C:C3:C(:C:2O)C(=O)C2:C(O):C:C:C:C:2C3=O)[C@H]1C(=O)OC,0,0.066,0,0.010643857,0,False,False,False,False,False,False,True,True,False,False,811.8780000000002,3.157700000000002,217.04999999999998,4,16,9,7,2,0.22836136977761778
CC1(C)S[C@@H]2[C@H](NC(=O)C34C[C@@H]5C[C@@H](CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)O,0,0.142,0,0.034039948,0,False,False,False,False,False,False,False,True,False,False,393.5090000000002,0.9158000000000006,112.73,3,5,3,6,0,0.614692741619305
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,0,0.382,0,0.012425477,0,False,False,False,False,False,False,False,True,False,False,439.5780000000003,2.4116,88.50999999999999,0,7,5,3,0,0.21365479686795516
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,0,0.386,0,0.02196787,0,False,False,False,False,False,False,False,True,False,False,441.55000000000035,2.3839000000000006,97.74000000000001,0,8,6,3,0,0.2037436478811709
CC(=O)[C@]1(O)CC2:C(O):C3:C(:C(O):C:2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)C1:C(O):C:C:C:C:1C3=O,0,0.008,0,0.0117586395,0,False,False,False,False,False,False,True,True,False,False,513.4990000000003,0.7259,196.83999999999997,6,11,3,5,3,0.2699850553318156
